Security_ID,Vendor_ID,Vendor_Code,Source_Feed_ID,Price_Type,Exchange_Code,Price_Date,Currency_Code,Price
AAPL,TD001,TwelveData,AAPL_TwelveData,Open,NASDAQ,2025-09-29,USD,254.56000
AAPL,TD001,TwelveData,AAPL_TwelveData,High,NASDAQ,2025-09-29,USD,255
AAPL,TD001,TwelveData,AAPL_TwelveData,Low,NASDAQ,2025-09-29,USD,253.0099945
AAPL,TD001,TwelveData,AAPL_TwelveData,Close,NASDAQ,2025-09-29,USD,254.42999
AAPL,TD001,TwelveData,AAPL_TwelveData,Open,NASDAQ,2025-09-26,USD,254.10001
AAPL,TD001,TwelveData,AAPL_TwelveData,High,NASDAQ,2025-09-26,USD,257.60001
AAPL,TD001,TwelveData,AAPL_TwelveData,Low,NASDAQ,2025-09-26,USD,253.78000
AAPL,TD001,TwelveData,AAPL_TwelveData,Close,NASDAQ,2025-09-26,USD,255.46001
AAPL,TD001,TwelveData,AAPL_TwelveData,Open,NASDAQ,2025-09-25,USD,253.21001
AAPL,TD001,TwelveData,AAPL_TwelveData,High,NASDAQ,2025-09-25,USD,257.17001
AAPL,TD001,TwelveData,AAPL_TwelveData,Low,NASDAQ,2025-09-25,USD,251.71001
AAPL,TD001,TwelveData,AAPL_TwelveData,Close,NASDAQ,2025-09-25,USD,256.87000
AAPL,TD001,TwelveData,AAPL_TwelveData,Open,NASDAQ,2025-09-24,USD,255.22000
AAPL,TD001,TwelveData,AAPL_TwelveData,High,NASDAQ,2025-09-24,USD,255.74001
AAPL,TD001,TwelveData,AAPL_TwelveData,Low,NASDAQ,2025-09-24,USD,251.039993
AAPL,TD001,TwelveData,AAPL_TwelveData,Close,NASDAQ,2025-09-24,USD,252.31000
AAPL,TD001,TwelveData,AAPL_TwelveData,Open,NASDAQ,2025-09-23,USD,255.88000
AAPL,TD001,TwelveData,AAPL_TwelveData,High,NASDAQ,2025-09-23,USD,257.34000
AAPL,TD001,TwelveData,AAPL_TwelveData,Low,NASDAQ,2025-09-23,USD,253.58000
AAPL,TD001,TwelveData,AAPL_TwelveData,Close,NASDAQ,2025-09-23,USD,254.42999
AAPL,TD001,TwelveData,AAPL_TwelveData,Open,NASDAQ,2025-09-22,USD,248.30000
AAPL,TD001,TwelveData,AAPL_TwelveData,High,NASDAQ,2025-09-22,USD,256.64001
AAPL,TD001,TwelveData,AAPL_TwelveData,Low,NASDAQ,2025-09-22,USD,248.12000
AAPL,TD001,TwelveData,AAPL_TwelveData,Close,NASDAQ,2025-09-22,USD,256.079987
AAPL,TD001,TwelveData,AAPL_TwelveData,Open,NASDAQ,2025-09-19,USD,241.23000
AAPL,TD001,TwelveData,AAPL_TwelveData,High,NASDAQ,2025-09-19,USD,246.30000
AAPL,TD001,TwelveData,AAPL_TwelveData,Low,NASDAQ,2025-09-19,USD,240.21001
AAPL,TD001,TwelveData,AAPL_TwelveData,Close,NASDAQ,2025-09-19,USD,245.5
AAPL,TD001,TwelveData,AAPL_TwelveData,Open,NASDAQ,2025-09-18,USD,239.97000
AAPL,TD001,TwelveData,AAPL_TwelveData,High,NASDAQ,2025-09-18,USD,241.20000
AAPL,TD001,TwelveData,AAPL_TwelveData,Low,NASDAQ,2025-09-18,USD,236.64999
AAPL,TD001,TwelveData,AAPL_TwelveData,Close,NASDAQ,2025-09-18,USD,237.88000
AAPL,TD001,TwelveData,AAPL_TwelveData,Open,NASDAQ,2025-09-17,USD,238.97000
AAPL,TD001,TwelveData,AAPL_TwelveData,High,NASDAQ,2025-09-17,USD,240.10001
AAPL,TD001,TwelveData,AAPL_TwelveData,Low,NASDAQ,2025-09-17,USD,237.73000
AAPL,TD001,TwelveData,AAPL_TwelveData,Close,NASDAQ,2025-09-17,USD,238.99001
AAPL,TD001,TwelveData,AAPL_TwelveData,Open,NASDAQ,2025-09-16,USD,237.17999
AAPL,TD001,TwelveData,AAPL_TwelveData,High,NASDAQ,2025-09-16,USD,241.22000
AAPL,TD001,TwelveData,AAPL_TwelveData,Low,NASDAQ,2025-09-16,USD,236.32001
AAPL,TD001,TwelveData,AAPL_TwelveData,Close,NASDAQ,2025-09-16,USD,238.14999
